LocationID,ExactName,TownName,CountyStateProvince,Country,Continent,Ocean,LongitudeDegrees,LongitudeMinutes,EorW,LatitudeDegrees,LatitudeMinutes,NorS,LongDD,LatDD,North,East,South,West,Altitude,Area,Notes,SpatialAccuracy,LocationExtent
10268,Kodiak Area,Not applicable,Alaska,USA,North America,Not applicable,153,20,W,57,20,N,-153.3333333,57.33333333,57.8,-152.6,57.8,-152.6,,,None,3,1
10269,Kodiak Archipelago,Not applicable,Alaska,USA,North America,Not applicable,153,20,W,57,20,N,-153.3333333,57.33333333,59,-151.8,55.75,-156.8,,,None,3,1
10271,Lesnaya River,Not applicable,Sakhalin,Russian Federation,Asia,Not applicable,142,46,E,48,34,N,142.7666667,48.56666667,48.57,142.77,48.57,142.77,,,None,3,1
10272,Lakelse River,Not applicable,British Columbia,Canada,North America,Not applicable,128,47,W,54,26,N,-128.7833333,54.43333333,54.43,-128.78,54.43,-128.78,,,None,3,1
10275,Lutoga River,Not applicable,Sakhalin,Russian Federation,Asia,Not applicable,143,30,E,46,30,N,143.5,46.5,46.5,143.5,46.5,143.5,,,None,3,1
10278,Northern Panhandle,Not applicable,Alaska,USA,North America,Not applicable,135,0,W,58,15,N,-135,58.25,60,-132.5,57.5,-141.4,,,None,3,1
10279,"Port Chatham, Cook Inlet",Not applicable,Alaska,USA,North America,Not applicable,151,40,W,58,20,N,-151.6666667,58.33333333,59.2,-151.75,59.2,-151.75,,,None,4,2
10280,"Port Dick, Cook Inlet",Not applicable,Alaska,USA,North America,Not applicable,151,2,W,59,15,N,-151.0333333,59.25,59.25,-151.03,59.25,-151.03,,,None,4,2
10281,"Port Graham, Cook Inlet",Not applicable,Alaska,USA,North America,Not applicable,152,50,W,59,15,N,-152.8333333,59.25,59.33,-151.83,59.33,-151.83,,,None,4,2
10282,Pokosnaya River,Not applicable,Sakhalin,Russian Federation,Asia,Not applicable,142,0,E,46,20,N,142,46.33333333,142,46.33,142,46.33,,,None,3,1
10285,Poronal River,Not applicable,Sakhalin,Russian Federation,Asia,Not applicable,143,8,E,49,13,N,143.1333333,49.21666667,49.22,143.13,49.22,143.13,,,None,3,1
10286,"Rocky River, Cook Inlet",Not applicable,Alaska,USA,North America,Not applicable,151,27,W,59,13,N,-151.45,59.21666667,59.27,-151.45,59.27,-151.45,,,None,3,1
10287,"Seldovia, Cook Inlet",Seldovia,Alaska,USA,North America,Not applicable,152,45,W,59,29,N,-152.75,59.48333333,59.48,-151.75,59.48,-151.75,,,None,3,2
10288,Southern Panhandle,Not applicable,Alaska,USA,North America,Not applicable,133,0,W,56,0,N,-133,56,60,-130,54.75,-136.05,,,None,3,2
10289,"Sunday Creek, Cook Inlet",Not applicable,Alaska,USA,North America,Not applicable,153,55,W,59,28,N,-153.9166667,59.46666667,59.47,-153.92,59.47,-153.92,,,None,3,2
10290,"Utka River, Kamchatka",Not applicable,Kamchatskaya Oblast,Russian Federation,Asia,Not applicable,156,4,E,53,10,N,156.0666667,53.16666667,53.17,156.07,53.17,156.07,,,None,3,1
10293,"Windy Left, Cook Inlet",Not applicable,Alaska,USA,North America,Not applicable,151,23,W,58,58,N,-151.3833333,58.96666667,58.97,-151.38,58.97,-151.38,,,None,3,2
10294,"Windy Right, Cook Inlet",Not applicable,Alaska,USA,North America,Not applicable,151,20,W,59,0,N,-151.3333333,59,59,-151.33,59,-151.33,,,None,3,2
10296,ICES VIIe,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,3,0,W,49,30,N,-3,49.5,51,-2,47,-8,,,None,2,1
10298,ICES IIIa,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,10,0,E,58,0,N,10,58,59,13,56.5,8,,,None,2,1
10303,NAFO 4VWX5,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,62,0,W,43,0,N,-62,43,47.5,-50,39,-71.5,,,None,2,1
10304,Faroe,Faroe,Faeroes,Denmark,Europe,Not applicable,8,0,W,62,0,N,-8,62,62,-7,62,-7,,,None,4,2
10308,ICES VI,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,12,0,W,54,0,N,-12,54,61,-4.5,54.5,-18,,,None,2,1
10311,Southern British Columbia,Not applicable,British Columbia,Canada,North America,Not applicable,127,0,W,50,0,N,-127,50,52,-114,49,-128,,,None,3,1
10315,NAFO 4VWX,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,59,0,W,44,10,N,-59,44.16666667,47.5,-50,39,-68,,,None,2,1
10320,"NAFO Gulf of Maine, North Georges Bank",Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,67,50,W,41,25,N,-67.83333333,41.41666667,45.5,-64.5,41.5,-71,,,None,2,1
10321,NAFO S. New England,Not applicable,Not applicable,USA,North America,Not applicable,72,0,W,40,0,N,-72,40,40,-72,40,-72,,,None,2,1
10322,Bristol Bay,Not applicable,Alaska,USA,North America,Not applicable,159,0,W,58,0,N,-159,58,58.75,-156.75,58.75,-156.75,,,None,3,1
10323,Klicava Reservoir,Not applicable,Central Bohemia,Czech Republic,Europe,Not applicable,0,0,W,0,0,N,0,0,50.08,13.9,50.08,13.9,,,Previously Czechoslovakia.,4,2
10326,Atlantic Ocean off North Carolina,Not applicable,Not applicable,USA,North America,Atlantic,75,0,W,35,0,N,-75,35,36.5,-74,33.85,-78.5,0,,None,2,1
10328,South Africa,Not applicable,Not applicable,South Africa,Africa,Not applicable,20,0,E,35,0,S,20,-35,-22.1333,32.9,-34.8167,16.4667,,,None,3,1
10332,South Africa South Coast,Not applicable,Not applicable,South Africa,Africa,Not applicable,23,0,E,35,0,S,23,-35,-32.75,17.9,-34.51,28.33,,,None,2,1
10334,South Africa 1.3-1.5,Not applicable,Not applicable,South Africa,Africa,Not applicable,17,30,E,34,30,S,17.5,-34.5,-34.5,17.5,-34.5,17.5,,,None,2,1
10338,South Eastern Brazil,Not applicable,Not applicable,Brazil,South America,South Atlantic,47,0,W,25,0,S,-47,-25,-19,-40.88,-33.83,-58.3,,,None,2,1
10341,Japan-Eastern,Not applicable,Not applicable,Japan,Asia,Not applicable,140,0,E,35,0,N,140,35,45.5,149,34.5,137,,,None,2,1
10344,ICES VIIIc-IXa,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,10,0,W,43,0,N,-10,43,48,-2,36,-18,,,None,2,1
10350,Southern Pacific,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Pacific Ocean,100,0,E,15,0,S,100,-15,0,-70,-78,-140,0,,None,3,1
10351,NAFO 5Ze,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,67,50,W,40,40,N,-67.83333333,40.66666667,42.5,-50,39,-71.75,,,None,2,1
10355,Northern North Sea,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Atlantic,4,0,E,58,0,N,4,58,60.75,8,55.5,-4,0,,None,3,1
10357,Southern North Sea,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Atlantic,3,30,E,52,30,N,3.5,52.5,55.5,8.75,50.75,-1,0,,None,3,1
10362,Mid Atlantic Bight,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,73,0,W,38,0,N,-73,38,42.88,-70,33.88,-78.5,,,None,3,1
10363,Zone B - Cuba,Not applicable,Not applicable,Cuba,North America,Not applicable,74,0,W,19,45,N,-74,19.75,23.17,-74.1,19.75,-85,,,None,2,1
10364,Adams Complex,Not applicable,British Columbia,Canada,North America,Not applicable,119,33,W,50,54,N,-119.55,50.9,50.9,-119.55,50.9,-119.55,,,None,2,2
10365,Babine Lake,Not applicable,British Columbia,Canada,North America,Not applicable,126,0,W,54,40,N,-126,54.66666667,54.67,-126,54.67,-126,,,None,4,2
10368,Birkenhead River,Not applicable,British Columbia,Canada,North America,Not applicable,122,0,W,50,0,N,-122,50,50.3,-122.6,50.3,-122.6,,,None,3,1
10370,Branch River,Not applicable,Alaska,USA,North America,Not applicable,157,0,W,58,40,N,-157,58.66666667,58.67,-157,58.67,-157,,,None,3,1
10373,Chilko River,Not applicable,British Columbia,Canada,North America,Not applicable,123,27,W,52,6,N,-123.45,52.1,52.1,-123.45,52.1,-123.45,,,None,3,1
10378,Columbia River,Not applicable,Washington/Oregon,USA,North America,Not applicable,124,5,W,46,15,N,-124.0833333,46.25,49,-117.9,45.5,-124,,,None,3,1
10379,Lake Dalnee,Not applicable,Kamchatskaya Oblast,Russian Federation,Asia,Not applicable,157,54,E,52,30,N,157.9,52.5,52.5,157.9,52.5,157.9,,,None,4,2
10380,Chilko South End,Not applicable,British Columbia,Canada,North America,Not applicable,124,4,W,51,16,N,-124.0666667,51.26666667,51.5,-124.12,51.5,-124.12,,,Lake Chilko and River Chilko are in this area.,3,1
10381,Egegik River,Not applicable,Alaska,USA,North America,Not applicable,157,24,W,58,11,N,-157.4,58.18333333,58.18,-157.4,58.18,-157.4,,,None,3,1
10386,Frazer Lake,Not applicable,Alaska,USA,North America,Not applicable,154,8,W,57,15,N,-154.1333333,57.25,61.6,-150.05,61.6,-150.05,,,None,4,2
10387,"Fulton River, Channel 1",Not applicable,British Columbia,Canada,North America,Not applicable,126,9,W,54,48,N,-126.15,54.8,54.8,-126.15,54.8,-126.15,,,None,2,1
10388,"Fulton River, Channel 2",Not applicable,British Columbia,Canada,North America,Not applicable,126,9,W,54,48,N,-126.15,54.8,54.8,-126.15,54.8,-126.15,,,None,2,1
10390,Gates Creek,Not applicable,British Columbia,Canada,North America,Not applicable,118,0,W,50,0,N,-118,50,50.5,-118,50.5,-118,,,Fraser River system. Artificial spawning channels are now in operation here.,3,2
10391,Horsefly River,Not applicable,British Columbia,Canada,North America,Not applicable,121,23,W,52,28,N,-121.3833333,52.46666667,52.47,-121.38,52.47,-121.38,,,None,3,1
10392,Igushik River,Not applicable,Alaska,USA,North America,Not applicable,158,50,W,58,40,N,-158.8333333,58.66666667,58.67,-158.83,58.67,-158.83,,,None,3,1
10394,Karluk River,Not applicable,Alaska,USA,North America,Not applicable,154,32,W,57,34,N,-154.5333333,57.56666667,57.57,-154.53,57.57,-154.53,,,None,3,1
10395,"Karymaisky Spring, Kamchatka",Not applicable,Kamchatskaya Oblast,Russian Federation,Asia,Not applicable,157,0,E,52,30,N,157,52.5,52.5,157,52.5,157,,,None,3,2
10398,Kvichak River,Not applicable,Alaska,USA,North America,Not applicable,157,3,W,58,52,N,-157.05,58.86666667,58.87,-157.05,58.87,-157.05,,,None,3,1
10400,"Little Kitoi Lake, Afognak Is.",Not applicable,Alaska,USA,North America,Not applicable,152,27,W,58,11,N,-152.45,58.18333333,58.2,-152.45,58.2,-152.45,,,None,4,2
10402,Late Nadina River,Not applicable,British Columbia,Canada,North America,Not applicable,126,31,W,53,59,N,-126.5166667,53.98333333,53.98,-126.52,53.98,-126.52,,,None,3,1
10403,Pinkut Creek,Granisle,British Columbia,Canada,North America,Not applicable,125,27,W,54,27,N,-125.45,54.45,54.45,-125.45,54.45,-125.45,,,Babine Lake area.,3,2
10404,Late Stuart Complex,Not applicable,British Columbia,Canada,North America,Not applicable,123,32,W,53,59,N,-123.5333333,53.98333333,53.98,-123.53,53.98,-123.53,,,None,2,2
10405,Naknek-Kvichak Rivers,Not applicable,Alaska,USA,North America,Not applicable,157,1,W,58,46,N,-157.0166667,58.76666667,59.3,-155.9,38.6,-157,,,None,2,1
10406,Naknek River,Not applicable,Alaska,USA,North America,Not applicable,157,0,W,58,40,N,-157,58.66666667,58.7,-156.67,58.7,-156.67,,,None,3,1
10408,Nushagak River,Not applicable,Alaska,USA,North America,Not applicable,158,23,W,59,3,N,-158.3833333,59.05,60.9,-153.9,59,-158.5,,,None,3,1
10409,Nuyakuk River,Not applicable,Alaska,USA,North America,Not applicable,158,15,W,59,55,N,-158.25,59.91666667,59.75,-157.42,59.75,-157.42,,,None,3,1
10410,Port John Lake,Not applicable,British Columbia,Canada,North America,Not applicable,127,50,W,52,7,N,-127.8333333,52.11666667,52.12,-127.83,52.12,-127.83,,,None,4,2
10411,Pinkut Channel,Not applicable,British Columbia,Canada,North America,Not applicable,125,27,W,54,27,N,-125.45,54.45,54.45,-125.45,54.45,-125.45,,,None,3,1
10412,"Quesnel Lake, Fraser River",Not applicable,British Columbia,Canada,North America,Not applicable,121,0,W,52,30,N,-121,52.5,52.5,-121,52.5,-121,,,None,4,2
10413,Red River,Not applicable,Alaska,USA,North America,Not applicable,154,37,W,57,16,N,-154.6166667,57.26666667,57.3,-154.61,57.3,-154.61,,,None,3,1
10415,"Shuswap Lake, Fraser River",Not applicable,British Columbia,Canada,North America,Not applicable,119,15,W,50,57,N,-119.25,50.95,50.95,-119.25,50.95,-119.25,,,None,4,2
10416,Skeena River,Not applicable,British Columbia,Canada,North America,Not applicable,130,2,W,54,9,N,-130.0333333,54.15,57.15,-125.25,53.75,-130.22,,,None,2,1
10418,Smith Inlet,Not applicable,British Columbia,Canada,North America,Not applicable,127,25,W,51,19,N,-127.4166667,51.31666667,51.32,-127.25,51.32,-127.25,,,None,3,1
10419,Stellako River,Not applicable,British Columbia,Canada,North America,Not applicable,124,53,W,54,3,N,-124.8833333,54.05,54.05,-124.88,54.05,-124.88,,,None,3,1
10420,Early Stuart Complex,Not applicable,British Columbia,Canada,North America,Not applicable,123,32,W,53,59,N,-123.5333333,53.98333333,53.98,-123.53,53.98,-123.53,,,None,2,1
10421,Tahltan Lake,Not applicable,British Columbia,Canada,North America,Not applicable,132,30,W,58,0,N,-132.5,58,57.75,-132.4,57.75,-132.4,,,None,3,2
10423,Tally Creek,Not applicable,British Columbia,Canada,North America,Not applicable,116,0,W,49,0,N,-116,49,49,-116,49,-116,,,None,3,2
10424,Togiak River,Not applicable,Alaska,USA,North America,Not applicable,160,30,W,59,5,N,-160.5,59.08333333,59.1,-160.25,59.1,-160.25,,,None,3,1
10426,Ugashik River,Not applicable,Alaska,USA,North America,Not applicable,157,37,W,57,30,N,-157.6166667,57.5,57.28,-156.75,57.28,-156.75,,,None,3,1
10430,Upper Pinkut Creek,Not applicable,British Columbia,Canada,North America,Not applicable,125,0,W,54,13,N,-125,54.21666667,54.22,-125,54.22,-125,,,None,3,2
10431,"Ayakulik, Kodiak Island",Not applicable,Alaska,USA,North America,Not applicable,154,35,W,57,10,N,-154.5833333,57.16666667,57.2,-154.5,57.2,-154.5,,,None,3,2
10432,Weaver Creek,Not applicable,British Columbia,Canada,North America,Not applicable,121,53,W,49,19,N,-121.8833333,49.31666667,49.32,-121.88,49.32,-121.88,,,West of Harrison near Pipe falls. Fraser River System.,3,2
10434,Wood River,Not applicable,Alaska,USA,North America,Not applicable,158,30,W,59,3,N,-158.5,59.05,59.1,-158.5,59.1,-158.5,,,None,3,1
10435,Celtic Sea,Not applicable,Not applicable,Multiple or International jurisdiction,Europe,Atlantic,5,0,W,51,0,N,-5,51,52.18,-4.25,47.17,-12.75,0,,None,3,1
10441,Bay of Biscay (VIII),Not applicable,Not applicable,France,Europe,North Atlantic Ocean,9,0,W,45,30,N,-9,45.5,48.5,-1.17,43.25,-9,0,,None,3,1
10442,Baltic Areas 22-32,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,20,0,E,58,0,N,20,58,58,20,58,20,,,None,2,1
10443,Baltic Areas 26 and 28,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,20,0,E,56,15,N,20,56.25,56.25,20,56.25,20,,,None,2,1
10444,Keogh River,Not applicable,British Columbia,Canada,North America,Not applicable,127,24,W,50,36,N,127.4,-50.6,50.6,-127.4,50.6,-127.4,,,None,2,1
10447,Exmouth Gulf,Exmouth,Western Australia,Australia,Australia,Not applicable,114,15,E,22,0,S,114.25,-22,-21.8,117.62,-21.53,114.08,,,None,3,1
10448,Gulf of Thailand,Not applicable,Not applicable,Thailand,Asia,Not applicable,101,0,E,11,0,N,101,11,13.5,105.1,6.25,99.15,,,None,3,1
10451,Escanaba Lake,Not applicable,Wisconsin,USA,North America,Not applicable,89,35,W,46,4,N,-89.58333333,46.06666667,46.05,-89.58,46.05,-89.58,,,None,4,3
10455,Mille Lacs Lake,Not applicable,Minnesota,USA,North America,Not applicable,93,40,W,46,15,N,-93.66666667,46.25,46.25,-93.66,46.25,-93.66,,,None,4,1
10465,NAFO 4T,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Not applicable,63,0,W,47,0,N,-63,47,49.33,-47.75,45.5,-70.75,,,None,2,1
10474,Japan-Pacific coast of Hokkaido,Not applicable,Not applicable,Japan,Asia,Not applicable,147,0,E,43,0,N,147,43,43.33,145.87,41.37,140,,,None,3,1
10475,East Kamchatka,Not applicable,Kamchatskaya Oblast,Russian Federation,Asia,Not applicable,163,0,E,53,30,N,163,53.5,58,163.3,53,159.6,,,None,3,1
10476,West Bering Sea,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,North Pacific Ocean,177,0,E,61,0,N,177,61,61,-179,53,-162.75,0,,None,2,1
10481,Southern New England,Not applicable,"Massachusetts, Connecticut",USA,North America,Not applicable,72,0,W,40,0,N,-72,40,42.9,-69.95,41,-73.75,,,None,3,1
10482,Eastern Pacific Ocean,Not applicable,Not applicable,Multiple or International jurisdiction,Not applicable,Pacific Ocean,130,0,W,50,0,N,-130,50,60,-70,-70,-145,0,,None,2,1
10496,Central East China Sea,Not applicable,Not applicable,Multiple or International jurisdiction,Asia,Pacific,126,0,E,30,0,N,126,30,31,130,28,121.5,0,,None,2,1
10497,Japan Coast,Not applicable,Not applicable,Japan,Asia,Not applicable,129,0,E,32,0,N,129,32,45.5,145.75,31.05,129.5,,,None,3,1
10498,South East China Sea,Not applicable,Not applicable,Multiple or International jurisdiction,Asia,Pacific,124,0,E,27,0,N,124,27,28,-127,24,-119.75,0,,None,2,1
10499,Serengeti Plains,Not applicable,Not applicable,Tanzania,Africa,Not applicable,35,35,E,3,10,S,35.58333333,-3.166666667,-2,35.25,-3,34.5,,170000,Area from Seronera River near the centre of the Serengeti National Park to the southern and eastern park boundary.,3,1
10500,Serengeti National Park & Ngorongoro Conservation Area,Not applicable,Not applicable,Tanzania,Africa,Not applicable,35,35,E,3,10,S,35.58333333,-3.166666667,-1.4,36,-3.6,33.87,,,None,3,1
10501,"Neiderost, Hopland Field Station, Northern California","Hopland, Mendocino county",California,USA,North America,Not applicable,123,20,W,39,0,N,-123.3333333,39,39,-123.33,39,-123.33,,450,Partially managed site.,5,2
10502,"Vasser, Hopland Field Station, Northern California","Hopland, Medocino county",California,USA,North America,Not applicable,123,20,W,39,0,N,-123.3333333,39,39,-123.33,39,-123.33,,,Partially managed site.,5,3
10503,"Annan and Esk Valleys, Scotland",Not applicable,Dumfries and Galloway,UK - Scotland,Europe,Not applicable,3,10,W,55,10,N,-3.166666667,55.16666667,55.17,-3.17,55.17,-3.17,250,,Two areas 20x12km and 40x20km respectively - 15 km apart.,4,1
10504,"Eynhallow, Orkney",Not applicable,Orkney,UK - Scotland,Europe,Not applicable,3,10,W,59,12,N,-3.166666667,59.2,59.2,-3.17,59.2,-3.17,0,,None,4,2
10505,"Farne Islands, Northumberland",Not applicable,Northumberland,UK - England,Europe,Not applicable,1,35,W,55,40,N,-1.583333333,55.66666667,55.63,-1.58,55.6,-1.67,0,,None,5,2
10506,Central Wales,Not applicable,Not applicable,UK - Wales,Europe,Not applicable,3,45,W,52,30,N,-3.75,52.5,52.75,-2.95,52.03,-4.68,,315000,None,3,1
10508,"Bean Wood, Wytham Woods",Wytham,Oxfordshire,UK - England,Europe,Not applicable,1,20,W,51,42,N,-1.333333333,51.7,51.7667,-1.2833,51.75,-1.3333,,17,None. Bounding box coordinates for Wytham Wood.,5,3
10509,"Singing Way, Wytham Woods",Wytham,Oxfordshire,UK - England,Europe,Not applicable,1,20,W,51,42,N,-1.333333333,51.7,51.7667,-1.2833,51.75,-1.3333,,27.1,None. Bounding box coordinates for Wytham Wood.,5,3
10510,"Marley Plantation, Wytham Woods",Wytham,Oxfordshire,UK - England,Europe,Not applicable,1,20,W,51,42,N,-1.333333333,51.7,51.7667,-1.2833,51.75,-1.3333,,18.6,None. Bounding box coordinates for Wytham Wood.,5,3
10511,"Great Wood, Wytham Woods",Wytham,Oxfordshire,UK - England,Europe,Not applicable,1,20,W,51,42,N,-1.333333333,51.7,51.7667,-1.2833,51.75,-1.3333,,25.9,None. Bounding box coordinates for Wytham Wood.,5,3
10512,"Common Piece, Wytham Woods",Wytham,Oxfordshire,UK - England,Europe,Not applicable,1,20,W,51,42,N,-1.333333333,51.7,51.7667,-1.2833,51.75,-1.3333,,45,None. Bounding box coordinates for Wytham Wood.,5,3
10513,"Extra, Wytham Woods",Wytham,Oxfordshire,UK - England,Europe,Not applicable,1,20,W,51,42,N,-1.333333333,51.7,51.7667,-1.2833,51.75,-1.3333,,122,None. Bounding box coordinates for Wytham Wood.,5,3
10514,"Broad Oak, Wytham Woods",Wytham,Oxfordshire,UK - England,Europe,Not applicable,1,20,W,51,42,N,-1.333333333,51.7,51.7667,-1.2833,51.75,-1.3333,,115,None. Bounding box coordinates for Wytham Wood.,5,3
10515,"Bird Island, South Georgia",Not applicable,South Georgia,UK - Dependency,South America,Not applicable,38,0,W,54,0,S,-38,-54,-54,-38,-54,-38,0,,None,4,1
10516,Imsa River,Stavanger,Rogaland,Norway,Europe,Not applicable,6,0,E,58,50,N,6,58.83333333,58.83,6,58.83,6,0,1160,"The River has a catchment area of 128 km2, of which 12% is lake surface. Total surface area of water is 1536 ha of which 1160 ha produce eels. The river is 1km long.",3,2
10517,Kraghede,Kraghede,Vendsyssel,Denmark,Europe,Not applicable,10,0,E,57,10,N,10,57.16666667,57.17,10,57.17,10,,,None,4,2
10518,Annandale,Annandale,Dumfries and Galloway,UK - Scotland,Europe,Not applicable,3,25,W,55,15,N,-3.416666667,55.25,55.37,-3.17,55.08,-3.5,,80000,None,4,1
10519,Rockingham,Rockingham,Northamptonshire,UK - England,Europe,Not applicable,0,30,W,52,30,N,-0.5,52.5,52.5,-0.72,52.5,-0.72,84,22000,None,4,2
10520,Eskdale,Eskdale,Dumfries and Galloway,UK - Scotland,Europe,Not applicable,3,0,W,55,10,N,-3,55.16666667,55.17,-3,55.17,-3,,24000,None,4,2
10521,"Bluff, Western Alaska",Bluff,Alaska,USA,North America,Not applicable,163,45,W,64,34,N,-163.75,64.56666667,64.7,-163.75,64.7,-163.75,,,"Bluff is northwest of Rocky Point (64¡25'N, 163¡10'W)",4,2
10522,Kyle of Tongue,Not applicable,Highland,UK - Scotland,Europe,Not applicable,3,57,W,58,24,N,-3.95,58.4,58.5,-4.38,58.43,-4.47,,1500,None,4,2
10523,Macquarie Island,Not applicable,Not applicable,Antarctica,Antarctica,Not applicable,156,0,E,54,0,S,156,-54,-54.4833,158.9333,-54.7667,-158.7667,,,Australian base.,4,1
10524,"Rhum (Rum), Inner Hebrides",Not applicable,Highland,UK - Scotland,Europe,Not applicable,6,25,W,57,0,N,-6.416666667,57,57.05,-6.23,56.93,-6.45,,12000,None,4,2
10525,North Shields,North Shields,Tyne and Wear,UK - England,Europe,Not applicable,1,36,W,54,49,N,-1.6,54.81666667,55,-1.43,55,-1.43,,,None,4,2
10526,Mandarte Island,Not applicable,British Columbia,Canada,North America,Not applicable,123,20,W,48,35,N,-123.3333333,48.58333333,48.63,-123.28,48.63,-123.28,,6,Approximate co-ordinates.,4,3
10527,Silwood Park,Ascot,Berkshire,UK - England,Europe,Not applicable,0,38.5,W,51,24.25,N,-0.641666667,51.40416667,51.404,-0.642,51.404,-0.642,,,None,6,3
10528,"Pretorius Kop, Kruger National Park",Not applicable,Eastern Transvaal,South Africa,Africa,Not applicable,31,30,E,24,0,S,31.5,-24,-25.17,31.25,-25.17,31.25,,6000,Kruger National Park covers 19485Km2 - between 22 & 26¡ south in Eastern Transvaal. 100 Km from Tshokwane (also in the database). Approximate co-ordinates.,4,2
10529,"Tshokwane, Kruger National Park",Tshokwane,Eastern Transvaal,South Africa,Africa,Not applicable,31,45,E,24,50,S,31.75,-24.83333333,-24.83,31.8,-24.83,31.8,,6000,Kruger National Park covers 19485Km2 - between 22 & 26¡ south in Eastern Transvaal. 100 Km from Pretorius Kop (also in the database). Approximate co-ordinates.,4,2
10530,Wyre Forest,Kidderminster,Hereford and Worcester/Shropshire,UK - England,Europe,Not applicable,2,20,W,52,22,N,-2.333333333,52.36666667,52.42,-2.3,52.35,-2.43,,87,Sessile oak forest with increasing beech content. Co-ordinates are for Bewdley on the edge of the forest.,5,3
10532,"Isla Genovesa, Galapagos Archipelago",Not applicable,Galapogus Islands,Ecuador,South America,South Pacific,90,0,W,0,30,N,-90,0.5,-14.32,-90,-14.32,-90,,,None,4,1
10533,Coomalloo Creek,Not applicable,Western Australia,Australia,Australia,Not applicable,118,55,E,30,5,S,118.9166667,-30.08333333,-30.08,118.92,-30.08,118.92,,,None,3,1
10534,Ythan Valley,Not applicable,Aberdeenshire,UK - Scotland,Europe,Not applicable,2,20,W,57,30,N,-2.333333333,57.5,57.5,-2,54.3,-2.33,,,None,4,1
10535,"Pila province, Buenos Aires - low site",Not applicable,Buenos Aires province,Argentina,South America,Not applicable,58,30,W,36,0,S,-58.5,-36,-36,-58.5,-36,-58.5,,,"See also Pila province, Buenos Aires - high site. The low site is 20cm lower than the high site but has a markedly different flooding regime. Approximate co-ordinates.",1,1
10536,"Pila province, Buenos Aires - high site",Not applicable,Buenos Aires province,Argentina,South America,Not applicable,58,30,W,36,0,S,-58.5,-36,-36,-58.5,-36,-58.5,,,"See also Pila province, Buenos Aires - low site. Approximate co-ordinates.",1,1
10537,New England,Not applicable,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island and Vermont",USA,North America,Not applicable,70,47,W,43,0,N,-70.78333333,43,47.5,-67,41,-73.7,,,"Approximate co-ordinates. Portsmouth, New Hampshire, used for co-ordinates. New England consists of the states of Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island and Vermont.",4,1
10538,"Ammarnas, Nr Lake Stor-Tjultrasket. Swedish lapland",Ammarnas,Vasterbotten,Sweden,Europe,Not applicable,16,10,E,65,58,N,16.16666667,65.96666667,65.97,16.17,65.97,16.17,630,900,Altitude ranges from 540 - 720m.,4,2
10539,Cascade Mountains,Not applicable,Oregon,USA,North America,Not applicable,122,0,W,44,0,N,-122,44,45.7,-121.3,42,-123.33,1000,,None,3,1
10540,Umea,Umea,Vasternorrland,Sweden,Europe,Not applicable,20,15,E,63,50,N,20.25,63.83333333,63.83,20.25,63.83,20.25,,,None,4,1
10541,"Gothic, Gunnison County","Gothic, Gunnison County",Colorado,USA,North America,Not applicable,107,0,W,38,45,N,-107,38.75,38.75,-107,38.75,-107,2900,,Co-ordinates for Gunnison County.,4,1
10542,Patuxent River Valley,Not applicable,Maryland,USA,North America,Not applicable,77,7,W,39,28,N,-77.11666667,39.46666667,39.47,-77.12,39.47,-77.12,,874.125,"Size, 2160 acres.",3,2
10543,"Mount Holyoke College, South Hadley, Western Massachusetts","South Hadley, Western Massachusetts",Massachusetts,USA,North America,Not applicable,72,35,W,42,14,N,-72.58333333,42.23333333,42.25,-72.58,42.25,-72.58,,37.5,None,5,3
10544,Kerloch (Mt Kerloch),Banchory,Aberdeenshire,UK - Scotland,Europe,Not applicable,2,30,W,56,59,N,-2.5,56.98333333,56.98,-2.5,56.98,-2.5,177,,None,4,1
10545,"Black Brows Beck, Lake District",Not applicable,Cumbria,UK - England,Europe,Not applicable,2,53,W,54,20,N,-2.883333333,54.33333333,54.33,-2.88,54.33,-2.88,0.06,69,National grid reference SD 354927.,5,3
10546,Earlham Park,Norwich,Norfolk,UK - England,Europe,Not applicable,1,17,E,52,54,N,1.283333333,52.9,52.62,-1.23,52.62,-1.23,,,None,4,3
